ID,Artist,Song,BPM,Key,Notes,Key_Scalar
383,Electric Light Orchestra,Evil Woman,118,8A,BPM: ~118,7
384,Ellen Allien,Sehnsucht,130,8A,,7
385,Elliphant,Revolusion,80,8A,BPM: 80/160; revolution,7
386,Eminem & Snoop Dogg,From The D 2 The LBC,82,8A,BPM: 82/164,7
387,Eminem,Houdini,127,8A,,7
388,Empire Of The Sun,Changes,126,8A,,7
389,Elvira,Full Moon,129,8A,"Dmin verse, Amin chorus",7
390,Enrique Iglesias,Bailamos,100,8A,Aharm,7
391,Eyedress,Jealous,93,8A,BPM: ~93/186,7
392,F1® The Movie,Don Toliver ft. Doja Cat - Lose My Mind,110,8A,,7
393,Falco,Rock Me Amadeus,88,8A,BPM: 88.35; keychange +2 to Bmin-15,7
394,Fall Out Boy,"This Ain't A Scene, It's An Arms Race",100,8A,,7
395,Fall Out Boy ft. Kanye West,This Aint A Scene REMIX,100,8A,,7
396,Farruko,Pepas,130,8A,Adr,7
397,Fatboy Slim,Praise You,105,8A,BPM: 105.5; Demo Version,7
398,Fatboy Slim,"Right Here, Right Now",124,8A,BPM: 124.7; Adr+15,7
399,Fatboy Slim,"Right Here, Right Now",124,8A,Coyu Remix; Adr+15,7
400,Fatboy Slim,"Right Here, Right Now",140,8A,JFB Remix; Adr,7
401,Fatboy Slim,Wonderful Night,80,8A,BPM: 80/160,7
402,Fatboy Slim,Don't Let The Man Get You Down,124,8A,Justice Mix,7
403,Felix,Don't You Want Me,126,8A,,7
404,femtanyl,ACT RIGHT,95,8A,chords are Amin Dmin Cmin Fmin,7
405,femtanyl,GIRL HELL 1999,88,8A,"BPM: 88.4/175; Ampic+40, bridge is Gmpic+30",7
406,Fergie ft. Ludacris,Glamorous,131,8A,,7
407,Fergie ft. Soulja Boy,Clumsy,92,8A,Collipark Remix,7
408,Fetty Wap,Trap Queen,148,8A,,7
409,FKA twigs,Two Weeks,110,8A,,7
410,FKA twigs,Hours,70,8A,BPM: 70/140,7
411,FKA twigs,Video Girl,100,8A,,7
412,FKA twigs,Give Up,110,8A,,7
413,FKA twigs,daybed,92,8A,,7
414,"FKA twigs, Headie One, Fred again..",Don't Judge Me,96,8A,,7
415,FKA twigs ft. Koreless,Drums of Death,110,8A,Gmin start,7
416,FKA twigs,Perfect Stranger,134,8A,umru & Suicideyear edit,7
417,Fleetwood Mac,Rhiannon,129,8A,BPM: ~129,7
418,Fleetwood Mac,Caroline,95,8A,BPM: ~95,7
419,Fleetwood Mac,Tango in the Night,111,8A,BPM: ~111,7
420,FLETCHER,girls girls girls,140,8A,i kissed a girl,7
421,Flo Milli,In The Party,135,8A,,7
422,Flo Rida ft. Kesha,Right Round,125,8A,you spin my head; triplet; Adr,7
423,Flock Of Seagulls,I Ran,146,8A,BPM: ~146; Ampic,7
424,Florence + The Machine,My Love,122,8A,,7
425,Flume,Sleepless,87,8A,BPM: 87.5/175,7
426,Flume,Stay Close,90,8A,to stay,7
427,Flume,What You Need,76,8A,BPM: 76/152,7
428,Flume,Star Eyes,90,8A,,7
429,Flume & Chet Faker,Drop The Game,80,8A,BPM: 80/160,7
430,Flume & Chet Faker,What About Us,80,8A,BPM: 80/160,7
431,Flume,Pika,136,8A,,7
432,Flume ft. AlunaGeorge,Innocence,125,8A,BPM: ~125,7
433,Flume,Heater,96,8A,,7
434,Flume,Jewel,114,8A,inst,7
435,Flume,Upgrade,126,8A,inst,7
436,Flume ft. Injury Reserve,Counting Sheep [2018 Export Wav],93,8A,V2,7
437,Flume,"Arrived Anxious, Left Bored 1.4 [2020 Export Wav]",124,8A,,7
438,Flume,Miss U [2020 Export Wav],92,8A,,7
439,Flying Lotus,R2 Where R U?,99,8A,where are you,7
440,Foo Fighters,The Pretender,85,8A,BPM: ~85/170; not like the others,7
441,"food house, Gupi, Fraxiom",td bank,92,8A,BPM: 92.5/185,7
442,"food house, Gupi, Fraxiom",i hope you know,140,8A,,7
443,Fortnite,Epic Games - Run It pt1,142,8A,,7
444,Fortnite,Epic Games - 8-Bit Beat,85,8A,BPM: 85/170; Ebmaj middle section,7
445,Fortnite,Epic Games - SWIM FREE,142,8A,keychange +2 to Bmin,7
446,Frank Ocean,Sierra Leone,125,8A,some Ampic; bridge is C#,7
447,Frank Ocean,Ivy,117,8A,,7
448,Frank Ocean,Swim Good,80,8A,BPM: 80/160,7
449,Frank Ocean,DHL,123,8A,changes to Emin+35,7
450,Franz Ferdinand,The Fallen,116,8A,Ruined By Justice,7
451,Fraxiom,gengar,75,8A,BPM: 75/150,7
452,Fraxiom,playlist pt1,94,8A,BPM: 94/188,7
453,Fred again.. ft. I Am Roze,Roze,130,8A,forgive,7
454,Fred again..,Faisal,122,8A,envelops me,7
455,Fred again.. & Baby Keem,leavemealone,87,8A,BPM: 87/174; leave me alone,7
456,Fred again.. & Baby Keem,leavemealone,87,8A,BPM: 87/174; Nia Archives Remix,7
457,Freddie Mercury,Living On My Own,133,8A,some Emin,7
458,"Free Nationals, A$AP Rocky & Anderson .Paak",Gangsta,80,8A,BPM: 80/160,7
459,Friday Night Funkin',Kawai Sprite - Philly Nice,88,8A,BPM: 88/176,7
460,Frost Children,SICK TRIP,120,8A,,7
461,Frost Children ft. Danny Brown,Shake It Like A,146,8A,Jane Remover Remix; Amin+40,7
462,Frou Frou,Must Be Dreaming,148,8A,,7
463,Fonzworth Bentley ft. Kanye West & Andre 3000,Everybody,100,8A,,7
464,G Easy ft. Halsey,Him & I,88,8A,BPM: 88/176,7
465,(G)I-DLE,Nxde,135,8A,nude; some triplet swing,7
466,gabby start,Optifine,140,8A,,7
467,Garbage,Vow,127,8A,"Ablues, Amin chorus, F#min bridge",7
468,Genesis Owusu,Waitin' On Ya,126,8A,,7
469,Genesis Owusu,Waitin' On Ya Remix,127,8A,some Aphr,7
470,Genesis Owusu,Same Thing,113,8A,,7
471,George Michael,Fastlove,104,8A,BPM: 104.5; fast love; gotta get up to get down; A~A#min,7
472,George Riley & Hudson Mohawke,S e x,158,8A,,7
473,Gesaffelstein,Out of Line,106,8A,,7
474,Gesaffelstein,Pursuit,110,8A,"Aphr, some Aloc",7
475,Gesaffelstein,Hard dreams,103,8A,,7
476,Gia Farrell,Hit Me Up,102,8A,,7
477,Gillette,"Short, Short Man",127,8A,short dick man,7
478,Gloria Gaynor,I Will Survive,117,8A,BPM: ~117; Aharm,7
479,Golden Boy & Miss Kittin,Rippin Kittin,122,8A,,7
480,"GoldLink ft. Tyler, The Creator, Jay Prince",U Say,115,8A,,7
481,Gorillaz,Sound Check,80,8A,BPM: 80/160; Gravity,7
482,Gorillaz,M1 A1,131,8A,BPM: ~131; Ampic,7
483,Gorillaz,Last Living Souls,137,8A,,7
484,Gorillaz,El Manana,133,8A,,7
485,Gorillaz,November Has Come,84,8A,,7
486,Gorillaz,Fire Coming Out,100,8A,,7
487,Gorillaz ft. Snoop Dogg,Welcome To The World Of The Plastic Beach,88,8A,BPM: 88.43,7
488,Gorillaz ft. Dram,Andromeda,130,8A,,7
489,Gorillaz ft. Peven Everett,Strobelight,105,8A,,7
490,Gorillaz ft. Jamie Principle & Zebra Katz,Sex Murder Party,120,8A,triplet,7
491,Gorillaz ft. Robert Smith,Strange Timez,130,8A,Times,7
492,Gorillaz ft. Robert Smith,Strange Timez,131,8A,Times; AURORA Remix,7
493,Gorillaz ft. Beck,The Valley of The Pagans,130,8A,,7
494,Gorillaz ft. St. Vincent,Chalk Tablet Towers,133,8A,,7
495,Gorillaz ft. Kan & Roxani Arias,Dead Butterflies,85,8A,BPM: 85/170,7
496,Gorillaz ft. Fatoumata Diawara,Désolé,136,8A,BPM: ~136,7
497,Gorillaz ft. Goldlink & Unknown Mortal Orchestra,Severed Head,120,8A,,7
498,Gorillaz ft. Moonchild Sanelly,With Love To An Ex,76,8A,BPM: 76/152; Aharm,7
499,Gorillaz ft. Del The Funky Homosapien,Captain Chicken,134,8A,,7
500,Gossip,Standing In The Way Of Control,118,8A,,7
501,Green Day,Kill The DJ,106,8A,"Adr, some Amin",7
502,Green Day,Bang Bang,128,8A,"BPM: ~128/256; Ablues, bridge is Ephr",7
503,Greentea Peng,Stones Throw,120,8A,,7
504,The Grid,Swamp Thing,135,8A,"Ablues, some Amin, banjo solo is Amaj",7
505,Grimes,Circumambient,126,8A,Ablues,7
506,Grimes,Player Of Games,131,8A,"end is Gmin; 131, 82; BPM: 131, 82",7
507,Grimes,Shinigami Eyes,116,8A,,7
508,Groove Armada,Soundboy Rock,75,8A,BPM: 75/150,7
509,Groove Coverage,The End,142,8A,,7
510,GRRL,The Bird,135,8A,Aphr,7
511,GRRL x Made of Oak,Tempest,140,8A,,7
512,GRRL,Sunrise,115,8A,,7
513,GRRL,Camber,145,8A,Aphr,7
514,GRRL,Ultra Heaven,136,8A,inst,7
515,GRRL,Does It Feel Good,125,8A,inst,7
516,GRRL,Balcony,130,8A,inst,7
517,GRRL,Puppy Love,135,8A,,7
518,GRRL,Mango,130,8A,inst,7
519,"Gucci Mane, Bruno Mars, Kodak Black",Wake Up in The Sky,72,8A,BPM: 72/144,7
520,Gummibär,I'm A Gummy Bear,128,8A,The Gummy Bear Song,7
521,gupi,,140,8A,BPM: ~140; inst,7
522,gupi,Modest,117,8A,BPM: ~117,7
523,gupi,master builder 1999,165,8A,some Aphr-40,7
524,Gwen Stefani ft. Slim Thug,Luxurious,133,8A,,7
525,Gwen Stefani,4 In The Morning,92,8A,Cmin chorus,7
526,Hall & Oates,Out Of Touch,116,8A,Ddr verses,7
527,Halsey,Nightmare,146,8A,Aharm,7
528,Halsey,I'm Not Mad,75,8A,BPM: 75/150,7
529,"Halsey, SUGA",Lilith,84,8A,BPM: 84/168; Diablo IV Anthem,7
530,Hannah Diamond,Attachment,100,8A,,7
531,Hannah Montana,Let's Get Crazy,125,8A,,7
532,Harry Styles,Cinema,106,8A,,7
533,Havannah Brown ft. Pitbull,We Run The Night,127,8A,,7
534,Hayley Williams,Simmer,110,8A,,7
535,Hayley Williams,Simmer,118,8A,Caroline Polachek Remix,7
536,Heather DiStefano,One Thaumaturgy,83,8A,BPM: 83/166; chords are Amin Emin Dmin Bbmaj,7
537,Heavy D & The Boyz,Somebody For Me,107,8A,,7
538,Henrik,Give It To Me,120,8A,remix of timbaland,7
539,Hover,Cédric Menendez - Furtive Ascension,128,8A,,7
540,Hover,Cédric Menendez - Drumbie,95,8A,,7
541,The Human League,Don't You Want Me,118,8A,,7
542,iamamiwhoami ft. ionnalee,u-2,132,8A,Ampic; 7/4,7
543,IAmChino ft. Pitbull,Discoteca,128,8A,around the world; lalala,7
544,iamamiwhoami,U-2,132,8A,7/4,7
545,IC3PEAK,Плак-Плак,79,8A,BPM: 79/158; Boo-Hoo; some Aphr,7
546,Icona Pop,Fall In Love,124,8A,,7
547,Icona Pop,Faster,128,8A,Aphr,7
548,Idina Menzel,Move,128,8A,,7
549,Iggy Azalea ft. WatchTheDuck,100,75,8A,BPM: 75/150,7
550,"Iggy Azalea, Tinashe",Dance Like Nobody's Watching,107,8A,,7
551,Iglooghost,Peach Rift,83,8A,BPM: 83/166,7
552,Imogen Heap,Loose Ends,116,8A,dadada,7
553,In This Moment,Sick Like Me,132,8A,"Aphr, Amin melody and chorus",7
554,Injury Reserve,Yo,91,8A,i like the way you move; Adr,7
555,Injury Reserve,Whatever Dude,83,8A,BPM: 83.5/167; Adr+25,7
556,Injury Reserve,BOOM,80,8A,BPM: 80/160; X3,7
557,The Internet,Special Affair,60,8A,BPM: 60/120; Aharm,7
558,Interpol,Obstacle 1,121,8A,,7
559,INXS,Never Tear Us Apart,64,8A,BPM: ~64/128; 6/8,7
560,IShowSpeed & Kai Cenat,Dogs,138,8A,,7
561,IShowSpeed,Shake,140,8A,hot the road jack,7
562,IShowSpeed,World Cup,120,8A,"Cmin intro; 120, 135; BPM: 120, 135",7
563,J Dilla,The Diff'rence,93,8A,BPM: ~93; difference; fruit man; some Dblues,7
564,J Dilla,Airworks,90,8A,BPM: ~90,7
565,J Dilla,Gobstopper,88,8A,BPM: ~88,7
566,Jack Stauber,Koi Boy,78,8A,BPM: 78/156,7
567,Jamie xx ft. Romy,SeeSaw,125,8A,,7
568,Jamie xx ft. Robyn,Life,124,8A,Aphr+5,7
569,Janet Jackson,Together Again,116,8A,Deeper Remix,7
570,Janet Jackson ft. J. Cole,No Sleeep,88,8A,no sleep,7
571,Jason Derulo ft. Snoop Dogg,Wiggle,82,8A,BPM: 82/164,7
572,"JAY-Z, Kanye West",Welcome To The Jungle,95,8A,,7
573,"JAY-Z, Kanye West ft. Mr Hudson",Why I Love You,126,8A,i love u so,7
574,JAY-Z,4:44,90,8A,,7
575,Jazmin Bean,Hello Kitty,105,8A,"D verse; 105/210, ~65/170; BPM: 105/210, ~65/170",7
576,JEFFERY DALLAS,Stuck Inside Your Head,103,8A,,7
577,Jennifer Lopez ft. Iggy Azalea,Booty,129,8A,but you got a big booty; Aphrdom,7
578,Jet,Are You Gonna Be My Girl,105,8A,BPM: ~105; Ablues,7
579,Jet Set Radio,Hideki Naganuma - Sneakman,155,8A,Adr,7
580,Jet Set Radio,B.B. Rights - Funky Radio,105,8A,"Aphr, some Dmin",7
581,Jet Set Radio,Guitar Vader - Super Brothers,132,8A,"some Dlyd, some F#min; ~132, ~90; BPM: ~132, ~90",7
582,Jet Set Radio,Idol Taxi - O.K. House,132,8A,BPM: 132.24; Adr,7
583,Jet Set Radio,Mix Master Mike - Patrol Knob,100,8A,,7
584,Jet Set Radio Future,Hideki Naganuma - Sneakman,155,8A,Toronto Mix,7
585,Jet Set Radio Future,The Latch Brothers - Ill Victory Beat,125,8A,,7
586,Jet Set Radio Future,Hideki Naganuma - Rock It On,155,8A,D.S. Remix; Adr,7
587,Ji Pyeong Kwon,Sad Romance,50,8A,BPM: 50/100/150; a.k.a. Sad Violin; 3/4,7
588,JLS ft. Dev,She Makes Me Wanna,126,8A,direct me to the floor; ohohoh,7
589,Joey B Ellis,Go for It,110,8A,,7
590,Joey Valence & Brae,JOHN CENA,96,8A,,7
591,Johnny Cash,Hurt,90,8A,BPM: ~90,7
592,joji,demons,120,8A,,7
593,JoJo's Bizarre Adventure: Stardust Crusaders,Jin Hashimoto - STAND PROUD,82,8A,BPM: 82.5/165,7
594,JPEGMAFIA,1539 N. Calvert,76,8A,BPM: 76/152; Aharm,7
595,JPEGMAFIA,Dayum,114,8A,,7
596,JPEGMAFIA,Grimy Waifu,120,8A,BPM: ~120; Ampic,7
597,JPEGMAFIA x Tommy Genesis,ROUGH 7,125,8A,,7
598,JPEGMAFIA,THOT'S PRAYER!,123,8A,Ampic,7
599,JPEGMAFIA,DAM! DAM! DAM!,130,8A,F#min start,7
600,JPEGMAFIA x Danny Brown,LEAN BEEF PATTY,158,8A,"Amin-20, F#min-20 bridge",7
601,JPEGMAFIA x Danny Brown,Fentanyl Tester,79,8A,BPM: 79/158; milkshake; Bmin end,7
602,JPEGMAFIA x Denzel Curry,JPEGULTRA!,132,8A,could work as Ephrdom; Ablues end,7
603,JPEGMAFIA,Boy You Should Know! pt1,155,8A,,7
604,Judas Priest,Breaking The Law,82,8A,BPM: ~82/164,7
605,Juice WRLD,Empty,77,8A,BPM: 77.5/155,7
606,Jungle Giants,Heavy Hearted,130,8A,,7
607,Junior Senior,Move Your Feet,118,8A,BPM: 118.875; some Adr,7
608,Junior Senior,Move Your Feet,117,8A,Djosos Krost Remix; some Adr,7
609,Junior Senior,Move Your Feet,134,8A,Krafty Kuts Remix; Adr,7
610,Junior Senior,Move Your Feet,125,8A,"Filur Club Mix; Adr, some Amin",7
611,Junior Senior,Move Your Feet,125,8A,Ben Horn's Retro Remix; some Adr,7
612,Junior Senior,Move Your Feet,117,8A,Rascal Edit; some Adr,7
613,Junior Senior,Move Your Feet,117,8A,Rascal Madness Mix,7
614,Junior Senior,C'mon,155,8A,"Ablues, Dblues end",7
615,Junior Senior,Dynamite,158,8A,Ablues,7
616,Justice vs Simian,We Are Your Friends,123,8A,,7
617,Justice,Newjack,115,8A,end is Ampic,7
618,Justice,Horsepower,117,8A,"0:00 Dmin, 0:22 Ablues, 1:03 Amin, 1:58 Cmin; triplet intro",7
619,Justice,Civilization,112,8A,Ablues,7
620,Justice,Civilization,110,8A,Demo Version; Ablues,7
621,Justice,Civilization,120,8A,Mr. Oizo Remix,7
622,Justice,Civilization,110,8A,The Fucking Champs Remix,7
623,Justin Bieber ft. Jaden Smith,Never Say Never,97,8A,,7
624,Justin Timberlake ft. Timbaland,SexyBack,117,8A,Aphr,7
625,Justin Timberlake ft. Missy Elliott Timbaland,SexyBack,117,8A,DJ Wayne Williams Ol' Skool Remix; Aphr,7
626,Justin Timberlake ft. Timbaland,SexyBack,128,8A,Armand's Mix; armand van helden remix; Aphr,7
627,Justin Timberlake ft. Timbaland,SexyBack,127,8A,"Pokerface Remix; omar chandla, ryan munroe",7
628,Justin Timberlake ft. Timbaland,SexyBack,126,8A,Tom Novy Ibiza Dub,7
629,Justin Timberlake,What Goes Around…,152,8A,Adr,7
630,Justin Timberlake,What Goes Around...Comes Around,132,8A,Paul van Dyk Club Mix; Adr,7
631,Justin Timberlake,What Goes Around...Comes Around,131,8A,Junkie XL Big Room Extended Mix,7
632,Justin Timberlake,What Goes Around...Comes Around,128,8A,Quentin Harris Mix; Adr,7
633,Justin Timberlake,What Goes Around...Comes Around,140,8A,Mysto & Pizzi Main Mix; Adr,7
634,Justin Timberlake,What Goes Around...Comes Around,131,8A,Junkie XL Small Room Mix,7
635,"Kali Uchis ft. Tyler, The Creator, Bootsy Collins",After The Storm,77,8A,BPM: 77.5/155; Adr; G#dr 2nd verse,7
636,Kali Uchis & KAROL G,Labios Mordidos,90,8A,some Dmaj,7
637,Kansas,Carry on Wayward Son,128,8A,"BPM: ~128; Amin, some Ablues, some Eblues, some Dmin, some F#min; some triplet swing",7
638,Kanye West,Through The Wire,82,8A,BPM: 82.986/165.972,7
639,Kanye West,On Sight,110,8A,,7
640,Kanye West,I Am A God,115,8A,end is Cmin,7
641,Kanye West,Send It Up,93,8A,end is Amaj,7
642,Kanye West,All Day,123,8A,,7
643,Kanye West,Freestyle 4,126,8A,what the fuck right now; Aphr,7
644,Kanye West ft. Kendrick Lamar,No More Parties in LA,93,8A,BPM: 93.5,7
645,Kanye West,Selah,128,8A,BPM: ~128,7
646,Kanye West,On God,148,8A,BPM: ~148,7
647,Kanye West,Everything We Need,120,8A,,7
648,Kanye West,Believe What I Say,100,8A,Aphr,7
649,Kanye West,Keep My Spirit Alive,83,8A,BPM: 83/166,7
650,Karmin,Acapella,85,8A,,7
651,Katamari Damacy,"Yuri Misumi, Nobue Matsubara & Sakamoto-Chan - Katamari Mambo [Katamari Syndrome Re-mix]",75,8A,"BPM: 75/150; some Ampic, some Amx",7
652,Kate Bush,Under Ice,105,8A,BPM: ~105,7
653,Kate Bush,Jig Of Life,96,8A,"Amin-10, some Aphr-10, some Ablues-10; ~96, triplet 133; BPM: ~96, triplet 133",7
654,Katie Noel,SOUTHERN,80,8A,BPM: 80/160; Ablues,7
655,Katy Perry,I Kissed A Girl,130,8A,triplet,7
656,Katy Perry,This Is How We Do,96,8A,,7
657,Katy Perry,Chained to the Rhythm,95,8A,,7
658,Kavinsky,Nightcall,91,8A,,7
659,"Kavinsky, Angèle, Phoenix",Nightcall,97,8A,,7
660,Kavinsky ft. Cautious Clay,Renegade,92,8A,,7
661,KAYTRANADA ft. SYD,YOU'RE THE ONE,118,8A,,7
662,KC Flightt,Planet E,120,8A,"once in a lifetime; Aphr synth, Adr bass, Dmaj sample",7
663,Kelly Clarkson,Stronger,116,8A,BPM: ~116.4,7
664,Ken Laszlo,1-2-3-4-5-6-7-8,109,8A,,7
665,Kendrick Lamar,Rigamortus,89,8A,,7
666,Kendrick Lamar,m.A.A.d city pt2,91,8A,,7
667,Kendrick Lamar,FEEL.,110,8A,"C#min start; 110, 68 start; BPM: 110, 68 start",7
668,Kendrick Lamar ft. Rihanna,LOYALTY. FEAT. RIHANNA.,111,8A,,7
669,Kendrick Lamar,GOD.,133,8A,don't judge me; vocal melody is Cmaj,7
670,Kendrick Lamar,DUCKWORTH pt2,89,8A,,7
671,Kendrick Lamar,Mirror,92,8A,i choose me i'm sorry; Ampic,7
672,Kendrick Lamar,meet the grahams,150,8A,,7
673,Kendrick Lamar,reincarnated,91,8A,,7
674,Kendrick Lamar,heart pt. 6,81,8A,BPM: 81/162; Ablues,7
675,Kero Kero Bonito,Intro Bonito,102,8A,"Adr, some Amin",7
676,Kero Kero Bonito,Kero Kero Bonito,125,8A,Adr,7
677,Kero Kero Bonito,Lipslap,124,8A,"Adr, bridge is Amaj; chords are Amin Bmin F#min",7
678,Kero Kero Bonito,Lipslap,124,8A,Makeness Remix,7
679,Kero Kero Bonito,When the Fires Come,65,8A,BPM: 65/130,7
680,Kero Kero Bonito,The Princess and the Clock,145,8A,,7
681,Kevin Abstract,Joyride,80,8A,BPM: 80/160,7
682,Kevin Abstract ft. Lil Nas X,Tennessee,136,8A,all of me,7
683,KEVIN ABSTRACT,KOBE,83,8A,BPM: 83/166,7
684,KFC Murder Chicks,Half Life,154,8A,"some Aphr, some Amaj",7
685,Khia,"Lick my Neck, my Back",102,8A,,7
686,"The Kid LAROI, Miley Cyrus",WITHOUT YOU,93,8A,BPM: ~93,7
687,Kids See Ghosts,Reborn,100,8A,,7
688,Kim Kardashian,Jam,128,8A,Turn It Up,7
689,Kim Petras,Another One,80,8A,BPM: 80/160,7
690,King Gizzard & The Lizard Wizard,Cyboogie,126,8A,"BPM: ~126; some Adr, some Ephr; triplet",7
691,King Princess,Only Time Makes It Human,115,8A,Ampic,7
692,Klaxons,Two Receivers,134,8A,,7
693,Klaxons,Atlantis To Interzone,145,8A,Emin chorus,7
694,Knocked Loose,Deep in the Willow,140,8A,Aphr,7
695,Knocked Loose ft. Poppy,Suffocate,85,8A,"Aphrdom; ~85/170, ~130; BPM: ~85/170, ~130",7
696,KODA KUMI (倖田來未),Cutie Honey,155,8A,キューティーハニー; bridge is Aphr 100,7
697,Korn,Let's Get This Party Started,111,8A,BPM: ~111,7
698,Korn,Falling Away from Me,104,8A,,7
699,Korn,Got The Life,122,8A,BPM: ~122; Aphr,7
700,Korn,Twist,84,8A,"Aphr; ~84/168, ~120; BPM: ~84/168, ~120",7
701,Korn,Worst Is On Its Way,97,8A,"Aphrdom, Dphr verses, Bphr bridge",7
702,Korn,Y'all Want a Single,117,8A,BPM: ~117,7
703,Kraftwerk,Radioactivity,61,8A,BPM: 61/122,7
704,Kraftwerk,The Model,124,8A,Das Model,7
705,Kreayshawn,Left Ey3,147,8A,left eye; rest in peace; Aphr,7
706,Kreayshawn,K234YS0NIXZ,131,8A,kreaysonic; on it,7
707,Kylie Minogue,More More More,125,8A,,7
708,Lady,Yankin,139,8A,BPM: 139.9,7
709,Lady Gaga,JUST DANCE,150,8A,Lamp DX Superclub Mix,7
710,Lady Gaga,Bad Romance,119,8A,,7
711,Lady Gaga,Bad Romance,119,8A,Hercules & Love Affair Remix,7
712,Lady Gaga,Bad Romance,128,8A,Chew Fu Remix,7
713,Lady Gaga,Bad Romance,124,8A,Starsmith Remix,7
714,Lady Gaga,Bad Romance,128,8A,Kaskade Remix,7
715,Lady Gaga,Bad Romance,127,8A,Bimbo Jones Radio Remix,7
716,Lady Gaga,Bad Romance,124,8A,Skrillex Remix,7
717,Lady Gaga,Bad Romance,123,8A,Grum Remix,7
718,Lady Gaga,Bad Romance,129,8A,DJ Paulo's Gaga Oh La-La Remix,7
719,Lady Gaga,Bad Romance,128,8A,Dave Aude Radio Mix,7
720,Lady Gaga,Bad Romance,128,8A,DJ Dan Remix,7
721,Lady Gaga,Bad Romance,130,8A,Richard Vission Remix,7
722,Lady Gaga,Monster,120,8A,,7
723,Lady Gaga,So Happy I Could Die,100,8A,,7
724,Lady Gaga,Marry The Night,130,8A,,7
725,Lady Gaga,Marry The Night,130,8A,Zedd Remix,7
726,Lady Gaga,Marry The Night,128,8A,Sander Van Doorn Remix,7
727,Lady Gaga,Marry The Night,131,8A,Afrojack Remix,7
728,Lady Gaga,Marry The Night,128,8A,John Dahlback Remix,7
729,Lady Gaga,Marry The Night,131,8A,Sidney Samson Remix,7
730,Lady Gaga,Marry The Night,128,8A,R3hab Remix,7
731,Lady Gaga,Marry The Night,128,8A,Lazy Rich Remix,7
732,Lady Gaga,Marry The Night,128,8A,Dimitri Vegas & Like Mike Remix,7
733,Lady Gaga,Marry The Night,128,8A,Quintino Remix,7
734,Lady Gaga,Marry The Night,131,8A,Danny Verde Remix,7
735,Lady Gaga,Bloody Mary,100,8A,Aharm verses,7
736,Lady Gaga,Highway Unicorn,128,8A,Road To Love,7
737,Lady Gaga,Electric Chapel,128,8A,,7
738,Lady Gaga,Electric Chapel,128,8A,Two Door Cinema Club Remix,7
739,Lady Gaga,Donatella,125,8A,,7
740,"Lady Gaga, BLACKPINK",Sour Candy,120,8A,,7
741,"Lady Gaga, BLACKPINK",Sour Candy,120,8A,Shygirl & Mura Masa Remix,7
742,Lady Gaga,Enigma,121,8A,Ampic,7
743,Lady Gaga,Don't Call Tonight,100,8A,,7
744,Lady Gaga,The Beast,105,8A,,7
745,Ladyhawke,My Delirium,75,8A,BPM: 75/150,7
746,Ladyhawke,Paris Is Burning,123,8A,,7
747,Lauryn Hill,Doo-Wop,100,8A,That Thing; Aphr,7
748,LCD Soundsystem,Daft Punk Is Playing at my House,136,8A,,7
749,LCD Soundsystem,Daft Punk Is Playing at my House,132,8A,Soulwax Shibuya Mix,7
750,LCD Soundsystem,new body rhumba,137,8A,end is Dmaj+35,7
751,Led Zeppelin,Black Dog,83,8A,BPM: ~83/166; Ablues,7
752,Led Zeppelin,Stairway To Heaven,72,8A,BPM: 72/144,7
753,Led Zeppelin,Rock and Roll,85,8A,BPM: ~85/170; Ablues,7
754,The Legend of Zelda: Ocarina of Time,Koji Kondo - Kotake and Koume,105,8A,,7
755,The Legend of Zelda: Breath of the Wild,Kass' Theme,57,8A,BPM: ~57/114/171; 3/4,7
756,leroy,go white girl go,82,8A,BPM: 82/164; go white enby go; Amin+25; end is F#min+25,7
757,leroy,DILF repellent,98,8A,BPM: 98/196; Amin+35,7
758,leroy,we love your vibe,95,8A,BPM: 95/190,7
759,Lemon Demon,Reaganomics,130,8A,Bbmaj chorus; verses are 6/4,7
760,Lemon Demon,While My Keytar Gently Weeps,125,8A,choruses are Amaj,7
761,Lemon Demon,Two Trucks,114,8A,,7
762,Lemon Demon,Redesign Your Logo,129,8A,"Amin, B7, Cmin, Dmaj+Eb",7
763,Lenny Kravitz,Fly Away,80,8A,BPM: 80/160; Ablues,7
764,lil aaron,HOT TOPIC,85,8A,BPM: 85/170,7
765,Lil Nas X,J CHRIST,75,8A,BPM: 75/150; Aphr,7
766,Lil Pump,Gucci Gang,120,8A,,7
767,Lil Uzi Vert,You Was Right,82,8A,BPM: 82/164,7
768,Lil Uzi Vert ft. Travis Scott,Aye,112,8A,,7
769,Lil Uzi Vert,Nakamura,80,8A,BPM: 80/180,7
770,Lil Uzi Vert,NFL,75,8A,BPM: 75/150,7
771,"Lil Wayne, Wiz Khalifa & Imagine Dragons w/ Logic & Ty Dolla $ign ft. X Ambassadors",Sucker for Pain,84,8A,BPM: 84/168,7
772,Lil Yachty,paint THE sky,88,8A,,7
773,Lil Yachty,sHouLd i B?,126,8A,,7
774,Lil Yachty,The Alchemist.,88,8A,,7
775,Lilly Wood And The Prick,Prayer In C,94,8A,BPM: ~94; Original Version,7
776,Lilly Wood & The Prick and Robin Schulz,Prayer In C,123,8A,Robin Schulz Remix,7
777,LISA ft. Rosalía,NEW WOMAN,107,8A,bridge is 3/4 167,7
778,LITTLE BIG,SKIBIDI,132,8A,,7
