ID,Artist,Song,BPM,Key,Notes,Key_Scalar
17101,Shawn Wasabi,Pizza Rolls,110,6A,metal x EDM mashup,5
17102,Shinichi Osawa,The Samurai Theme,128,6A,,5
17103,Shinichi Osawa,Push,115,6A,,5
17104,Shinichi Osawa,Maxmum Joy,133,6A,"maximum; chords are Dbmaj Cmin Ebmaj Bbmaj, Fmin7 Ebmaj7 Gmin7 Dmin7",5
17105,Shiva ft. Eiffel 65,Auto Blu,130,6A,blue,5
17106,Shygirl,Firefly,140,6A,some Gphr,5
17107,Shygirl ft. Danny L Harle,encore,128,6A,,5
17108,Siouxsie And The Banshees,Candyman,154,6A,"Gmin+15, some Amin+15",5
17109,Siouxsie And The Banshees,Face To Face,92,6A,,5
17110,Siriusmo,Simple,120,6A,some Fmaj,5
17111,Siriusmo,High Together,116,6A,alternates between Gmin & Bmin,5
17112,SIX IMPALA,MAMAMOO HIP,80,6A,BPM: 80/160; Gharm,5
17113,Six Sex,How to make your ass bigger,140,6A,,5
17114,Skepta,Shutdown,138,6A,Gharm,5
17115,Skrillex,Bangarang,110,6A,,5
17116,Skrillex,Scary Monsters & Nice Sprites,140,6A,,5
17117,Skrillex,Scary Monsters & Nice Sprites,140,6A,Noisia Remix,5
17118,Skrillex,Scary Monsters & Nice Sprites,128,6A,Zedd Remix,5
17119,Skrillex,Scary Monsters & Nice Sprites,87,6A,BPM: 87.5/175; Dirtyphonics Remix,5
17120,Skrillex,Scary Monsters & Nice Sprites,87,6A,"The Juggernaut Remix; 87.5/175, 140; BPM: 87.5/175, 140",5
17121,Skrillex,Scary Monsters & Nice Sprites,128,6A,Kaskade Remix,5
17122,skrillex,scary monsters and nice sprites,85,6A,BPM: 85/170; fraxiom cover,5
17123,"Skrillex, 12th Planet, Kill The Noise",Right On Time,140,6A,"mostly perc; 140, 100, 140; BPM: 140, 100, 140",5
17124,Skrillex + Alvin Risk,Try It Out,140,6A,Neon Mix; some Gphrdom,5
17125,Skrillex + Alvin Risk,Try It Out,140,6A,Try Harder Mix; some Gphrdom,5
17126,Skrillex ft. Ragga Twins,Ragga Bomb,87,6A,BPM: 87.5/175; Gphr,5
17127,Skrillex ft. Ragga Twins,Ragga Bomb,87,6A,BPM: 87/174; Teddykillerz Remix; Gphr,5
17128,Skrillex with Kid Harpoon,Fire Away,140,6A,fuck this place,5
17129,"Skrillex, Poo Bear",Would You Ever,134,6A,4B Remix,5
17130,"Skrillex, Noisia, Thys, Sleepnet",Horizon,86,6A,BPM: 86/172,5
17131,"Skrillex, Hamdi, TAICHU & OFFAIAH",Push,140,6A,i feel good; you better move; Gphr; bridge chords are D#min G#min Gmin,5
17132,"Skrillex, Boys Noize, Dylan Brady",ZEET NOISE,150,6A,"Gmin start, Emin end",5
17133,Slayyyter,Erotic Electronic,115,6A,get naked,5
17134,Slayyyter,I Love Hollywood!,121,6A,Gphr,5
17135,Slipknot,Psychosocial,135,6A,BPM: ~135; Gharm,5
17136,Snow Strippers,Keep Holding On,145,6A,,5
17137,Snow Strippers,Fake Smile,132,6A,,5
17138,Soft Cell,Tainted Love,145,6A,BPM: ~145; triplet,5
17139,Softest Hard and T-Pain,I'm Blue,128,6A,,5
17140,Soia prod. Mez,You Can Say Hi,93,6A,,5
17141,Sonic the Hedgehog 3,Launch Base Zone,122,6A,"Act 1; Gdr, some Cdr",5
17142,Sonic the Hedgehog 3,Launch Base Zone,122,6A,"Act 2; Gdr, some Cdr",5
17143,Sonic & Knuckles,Death Egg Zone,145,6A,"Act 1; Gdr, some Cmin, some Cdr",5
17144,Sonic & Knuckles,Death Egg Zone,150,6A,"Act 2; Gdr, some Cmin, some Cdr",5
17145,Sonic Rush,Hideki Naganuma - Get Edgy,140,6A,Gdr,5
17146,Sonic Riders: Zero Gravity,Spiral Madness,75,6A,BPM: 75/150; Botanical Kingdom / Snowy Kingdom; some Gmx,5
17147,Sonic the Hedgehog (2020),"Wiz Khalifa, Ty Dolla $ign, Lil Yachty & Sueco the Child - Speed Me Up",75,6A,BPM: 75/150,5
17148,Sonic Youth,100%,117,6A,,5
17149,Sonic Youth,Bull In The Heather,127,6A,"BPM: ~127; some Gmpic, some Gharm",5
17150,SOPHIE,Pretend World,85,6A,BPM: 85.5/171; Shop Front,5
17151,SOPHIE ft. Juliana Huxtable,Plunging Asymptote,136,6A,,5
17152,Soulwax,E Talking,129,6A,any minute now version,5
17153,Soulwax,E Talking,130,6A,nite versions version,5
17154,Soulwax,E Talking,130,6A,Tiga's Disco Drama Remix,5
17155,Soulwax,E Talking,126,6A,Rex the Dog Mix; Gmpic,5
17156,Soulwax,E Talking,130,6A,Jagz Kooner Vlack September Vocal Mix,5
17157,Sound of Legend,Blue,128,6A,Da Ba Dee,5
17158,South Arcade,2005,117,6A,Gmin+25,5
17159,Space Channel 5 Part 2,"Report 1: Invasion Song Mecha ""Kin/Kon/Kan""",146,6A,"Gphr, some Gblues; triplet swing end",5
17160,Spiritualized,Electricity,76,6A,BPM: ~76/152; ladies and gentlemen we are floating in space,5
17161,Splatoon,Plaza Speakers E,120,6A,Gmpic,5
17162,Splatoon,Plaza Speakers I,89,6A,Gmpic,5
17163,Splatoon,Octo Valley,84,6A,"BPM: 84/168; Area 1; Gblues, chords are Gmaj Cmaj Fmaj Bbmaj",5
17164,Splatoon,Octo Valley,84,6A,"BPM: 84/168; Area 2; Gblues, chords are Gmaj Cmaj Fmaj Bbmaj",5
17165,Splatoon,Octo Valley,84,6A,"BPM: 84/168; Area 3; Gblues, chords are Gmaj Cmaj Fmaj Bbmaj",5
17166,Splatoon,Octo Valley,84,6A,"BPM: 84/168; Area 4; Gblues, chords are Gmaj Cmaj Fmaj Bbmaj",5
17167,Splatoon,Octo Valley,84,6A,"BPM: 84/168; Area 5; Gblues, chords are Gmaj Cmaj Fmaj Bbmaj",5
17168,Splatoon,Turquoise October - Inkstrike Shuffle,130,6A,"Gphr, some Bphr; triplet swing",5
17169,Splatoon 2,Opening,66,6A,BPM: ~66/132; Gblues,5
17170,Splatoon 2,Off the Hook - Opening,74,6A,BPM: 74/148; Splatfest,5
17171,Splatoon 2,Off the Hook - Opening,74,6A,BPM: 74/148; FrostyFest; Gdr,5
17172,Splatoon 2,Off the Hook - Last Battle Opening,74,6A,BPM: 74/148; Gdr,5
17173,Splatoon 2,Off the Hook - Muck Warfare,82,6A,BPM: 82/164; Gblues,5
17174,Splatoon 2: Octo Expansion,Abandoned Station,150,6A,"could also be Gmx, only notes are G & F",5
17175,Splatoon 2: Octo Expansion,Deepsea Metro Central Station,155,6A,alternations between Gdr & A#dr,5
17176,Splatoon 2: Octo Expansion,Inside the Deepsea Metro Subway Car,120,6A,"Gblues, calamari inkantation melody is Bmin",5
17177,Splatoon 2: Octo Expansion,Dedf1sh - #5 thirsty,153,6A,Gdr,5
17178,Splatoon 2: Octo Expansion,TEST PASSED!,80,6A,BPM: 80/160,5
17179,Splatoon 2: Octo Expansion,Thang Obtained,122,6A,,5
17180,Splatoon 2: Octo Expansion,Off the Hook - New Majesty,108,6A,,5
17181,Splatoon 2: Octo Expansion,Off the Hook - Fly Octo Fly,82,6A,BPM: 82/164,5
17182,Splatoon 3,Yoko & the Gold Bazookas - Ska-BLAM,115,6A,BPM: 115/230; inst; Gphr,5
17183,Splatoon 3,H2Whoa - Ripstop & Go,96,6A,Gblues,5
17184,Splatoon 3,Riot Act - Shifting Stars,91,6A,BPM: 91/182; Gblues,5
17185,Splatoon 3,Off the Hook - We're So Back,130,6A,"Gmpic, some Gmaj",5
17186,Splatoon 3,Off the Hook VS Fire & Ice - Suffer No Fools,89,6A,"BPM: 89/178; Gblues, some Fblues in verse",5
17187,Splatoon 3,Deep Cut - Ego Overboard,105,6A,BPM: 105/210; Gblues,5
17188,Squad-E,Blue,170,6A,,5
17189,Squarepusher,Terminal Slam,90,6A,"BPM: 90/180; some Gphr, some Gdr",5
17190,Star Wars: The Empire Strikes Back,John Williams - The Imperial March,102,6A,BPM: ~102; Darth Vader's Theme; some D#min and C#min chords; just the start,5
17191,Star Wars: Return of the Jedi,Max Rebo Band - Lapti Nek,133,6A,Club Mix,5
17192,Steely Dan,Do It Again,124,6A,BPM: ~124,5
17193,Steve Aoki ft. Linkin Park,Darker Than Blood,125,6A,,5
17194,STORMZY,VOSSI BOP,94,6A,Gharm+30,5
17195,STORMZY ft. ED SHEERAN & BURNA BOY,OWN IT,100,6A,,5
17196,The Stranglers,No More Heroes,156,6A,Gdr,5
17197,"Sue DJ, La La Life",Be Like New,107,6A,,5
17198,Suicide Squad,Kevin Gates - Know Better,128,6A,,5
17199,Suicide Squad,SAYGRACE ft. G-EAZY - You Don't Own Me,62,6A,"BPM: 62.6/125.3/188; Gmaj chorus, keychange +1 to Abmaj, G#min; 6/8",5
17200,Super Mario Bros. 3,Ice Land,75,6A,BPM: 75/150; chords are Gaug G#aug,5
17201,Super Mario Sunshine,Mario on Trial,120,6A,"Gphr, start is Cmaj, some Amin ~107",5
17202,Super Mario Sunshine,Boss Battle,95,6A,"BPM: 95/190; some Ebmaj, some Cmin",5
17203,Swedish House Mafia,Greyhound,125,6A,,5
17204,Swedish House Mafia ft. Tinie Tempah,Miami 2 Ibiza,125,6A,letters,5
17205,System Of A Down,Chop Suey!,125,6A,BPM: ~125-130,5
17206,T-Pain,Take Your Shirt Off,95,6A,,5
17207,Tate McRae,exes,137,6A,,5
17208,Taylor Swift,I Did Something Bad,83,6A,BPM: 83/166,5
17209,Tears For Fears,Shout,97,6A,BPM: 97.9,5
17210,Teenage Bad Girl,USB Dick,125,6A,"Gphr-5, some Cphr-5",5
17211,Tenkitsune,Sleep Deprived,85,6A,BPM: 85/170,5
17212,Tenkitsune,Infinity,145,6A,,5
17213,ThxSoMch,SPIT IN MY FACE!,94,6A,BPM: 94/188,5
17214,Tiësto vs. Diplo ft. Busta Rhymes,C'mon,130,6A,Catch 'Em By Surprise,5
17215,Tiësto & Ava Max,The Motto,118,6A,,5
17216,Tiësto & Charli XCX,Hot In It,123,6A,Gharm,5
17217,Tiësto & Charli XCX,Hot In It,126,6A,Tiësto's Hotter Mix,5
17218,Timmy Trumpet x POLTERGST with Naeleck,Like A G6,146,6A,,5
17219,Tinashe,All Hands on Deck,97,6A,,5
17220,Tkay Maidza,High Beams,116,6A,JPEGMAFIA Remix,5
17221,Todd Edwards,No Place Like London,132,6A,"some Ebmaj, some Amin",5
17222,Todd Terje,Inspector Norse,120,6A,,5
17223,Tokyo Ghoul,TK from Ling tosite sigure - Unravel,128,6A,,5
17224,Tove Lo,Disco Tits,110,6A,,5
17225,TOWA TEI ft. BEBEL GILBERTO,TECHNOVA,89,6A,BPM: 89.91; all that glitters; Gdr,5
17226,TOWA TEI ft. JOI CARDWELL & VIVIEN SESSOMS,LUV CONNECTION,102,6A,,5
17227,tracey brakes,dust rigs,82,6A,BPM: 82/164,5
17228,Trans Volta,Disco Computer / You're Disco,130,6A,some Amin,5
17229,Travis Barker ft. Lil Wayne & Rick Ross,Gimme Brain,93,6A,BPM: ~93,5
17230,Travis Scott,STARGAZING pt1,75,6A,BPM: 75/150,5
17231,Travis Scott ft. Drake,Sicko Mode pt1,139,6A,Gharm,5
17232,Travis Scott,R.I.P. SCREW,75,6A,BPM: 75/150; Gphr,5
17233,Travis Scott,MAFIA,110,6A,,5
17234,Travis Scott,MY EYES pt1,119,6A,,5
17235,Travis Scott ft. Drake,MELTDOWN pt1,112,6A,,5
17236,Travis Scott ft. Kid Cudi,LOOOVE,111,6A,love,5
17237,Trey Songz,Already Taken,102,6A,,5
17238,A Tribe Called Quest,Butter,92,6A,"G~G#blues, bridge is Gphr-15, Bphr-15",5
17239,A Tribe Called Quest,Skypager,98,6A,"microtonal but close to Gphr-25, flute is Fphr-30",5
17240,Trifect & Tenkitsune ft. Jasper Malone,Fallen World,75,6A,BPM: 75/150,5
17241,Trina ft. Lil Wayne,Don't Trip,90,6A,,5
17242,Troye Sivan,Got Me Started,134,6A,Bag Raiders Remix,5
17243,Tujamo,Booty Bounce,128,6A,,5
17244,TURNSTILE,BIRDS,160,6A,"Gphr; 160, 182, 120; BPM: 160, 182, 120",5
17245,Twenty One Pilots,The Contract,135,6A,"i dont sleep much, thats crazy, howd you know that; Dmin bridge",5
17246,"Tyler, The Creator ft. Aaron Shaw, Samantha Nelson & Austin Feinstein",2SEATER pt1,90,6A,"Gphr, some Ebmaj, some C#maj",5
17247,"Tyler, The Creator ft. DJ Drama",SIR BAUDELAIRE,86,6A,"-45, warbly",5
17248,Uffie,Pop The Glock,112,6A,SebastiAn Remix; Gharm,5
17249,umru & Banoffee,heat death,105,6A,,5
17250,underscores,Hella Good,128,6A,"Gphr inst, Gmin vocal melody",5
17251,UNDERTALE,Toby Fox - Enemy Approaching,91,6A,"BPM: 91/182; some Gdr, some Cmpic",5
17252,UNDERTALE,Toby Fox - Ghost Fight,114,6A,BPM: 114/228; triplet swing,5
17253,UNDERTALE,Toby Fox - Dating Fight!,140,6A,,5
17254,UNDERTALE,Toby Fox - Run!,125,6A,Gphr,5
17255,UNDERTALE,Toby Fox - Dummy!,125,6A,Gharm; triplet swing,5
17256,UNDERTALE,Toby Fox - Song That Might Play When You Fight Sans,120,6A,"BPM: 120/240; Gdr+40, some Gmin+40",5
17257,Unghetto Mathieu,Hi,127,6A,,5
17258,Usher,My Way,90,6A,,5
17259,"Usher ft. Lil Jon, Ludacris",Yeah!,105,6A,"Gphr inst, vocal melody is Gmin",5
17260,Usher ft. Pitbull,DJ Got Us Fallin' In Love,120,6A,,5
17261,Usher,Scream,128,6A,ooh baby,5
17262,Uzi,Blue,139,6A,,5
17263,VALENTINE,Reassurance,75,6A,BPM: 75/150,5
17264,Vampire Weekend,Unbearably White,94,6A,,5
17265,Veronicas,Hook Me Up,134,6A,,5
17266,Veronicas,Hook Me Up,130,6A,Tommy Trash Remix,5
17267,Vicetone & Tony Igy,Astronomia,126,6A,coffin dance,5
17268,Virtual Riot,Idols,128,6A,Gdr,5
17269,Vitalic,Stamina,133,6A,some Gphr,5
17270,Vivienne Tovich,Le Dernier Jour...,115,6A,,5
17271,Vivienne Tovich,Enfants du Futur,74,6A,BPM: 74.6/149.3/224; 3/4,5
17272,The Wanted,Glad You Came,127,6A,,5
17273,The Wanted,Chasing The Sun,128,6A,,5
17274,warpstr & Océane,144 some girls,144,6A,,5
17275,Webbie ft. Bun B,Give Me That,78,6A,BPM: 78/156,5
17276,The Weeknd,Often,67,6A,BPM: 67/134,5
17277,The Weeknd,Reminder,80,6A,BPM: 80/160,5
17278,The Weeknd,Open Hearts,124,6A,falling in love again,5
17279,Wet Leg,CPR,115,6A,,5
17280,The White Stripes,Blue Orchid,154,6A,BPM: ~154,5
17281,White Town,Your Woman,103,6A,,5
17282,Wild Cherry,Play That Funky Music White Boy,108,6A,BPM: ~108; Emin verse,5
17283,Will Smith ft. TRÂ-Knox,Black Suits Comin',96,6A,Nod Ya Head,5
17284,will.i.am ft. Britney Spears,Scream & Shout,130,6A,Gdr,5
17285,"will.i.am, J Balvin",LET'S GO,128,6A,race,5
17286,"will.i.am ft. Britney Spears, Hit Boy, Waka Flocka Flame, Lil Wayne & Diddy",Scream & Shout,130,6A,Remix; Gphr & Gdr in chorus,5
17287,Wiwek & Skrillex ft. Elliphant,Killa,150,6A,killer,5
17288,Wiwek & Skrillex ft. Elliphant,Killa,80,6A,"BPM: 80/160; Boombox Cartel & Aryay Remix; Gphr, some Gmin",5
17289,Wiwek & Skrillex ft. Elliphant,Killa,75,6A,BPM: 75/150; QUEST Remix; Gphr,5
17290,Wiwek & Skrillex ft. Elliphant,Killa,75,6A,BPM: 75/150; Slushii Remix; Gphr,5
17291,Wiz Khalifa,Superstar,103,6A,Deal or No Deal; blue,5
17292,"Wiz Khalifa, Ty Dolla $ign, Lil Yachty & Sueco the Child",Speed Me Up,75,6A,BPM: 75/150; Sonic The Hedgehog,5
17293,X&G,Like It,125,6A,some Gphr,5
17294,The XX,You Got The Love,130,6A,Gdr,5
17295,Yeat,Rich Minion,145,6A,,5
17296,Young Jeezy ft. Mannie Fresh,And Then What,85,6A,BPM: 85/170,5
17297,The Young Punx,Young and Beautiful,128,6A,The Fembot Funk Mix; Gblues,5
17298,The Young Punx,Never Be the Same Again,128,6A,,5
17299,The Young Punx,Never Be The Same Again,130,6A,DJ DLG & RedRoche Mix,5
17300,"Young Thug, Travis Scott ft. Quavo",Pick Up the Phone,137,6A,,5
17301,Young Thug,Best Friend,127,6A,,5
17302,Yung Lean,Ginseng Strip 2002,140,6A,,5
17303,Yung Lean ft. FKA twigs,Bliss,126,6A,,5
17304,Zara Larsson,Lush Life,98,6A,all night all summer,5
17305,100 gecs,bloodstains,90,6B,,17
17306,100 gecs,Hollywood Baby,155,6B,i'm going crazy,17
17307,21 Savage ft. J. Cole,a lot,73,6B,BPM: 73/146; triplet,17
17308,24kGoldn ft. Iann Dior,Mood,91,6B,,17
17309,311,All Mixed Up,92,6B,Bbmx+10,17
17310,3D Dot Game Heroes,Breakout,130,6B,scott the woz theme,17
17311,A. G. Cook,Oh Yeah,86,6B,BPM: 86/172,17
17312,A. G. Cook,Oh Yeah,86,6B,BPM: 86/172; Caroline Polachek Remix,17
17313,A. G. Cook,2021,157,6B,umru remix,17
17314,A. G. Cook,2021 [Océane's 2023 NYE update],157,6B,umru remix; silver melody is Ebmaj,17
17315,A. G. Cook ft. Sarah Bonito & Hannah Diamond,The Darkness pt3,157,6B,Megamix,17
17316,Aaliyah,Miss You,110,6B,,17
17317,Addison Rae,Diet Pepsi,75,6B,BPM: 75/150; keychange -1 to Amaj,17
17318,Adele,I Drink Wine,117,6B,triplet swing,17
17319,AJR,100 Bad Days,72,6B,BPM: 72/144,17
17320,Alice Longyu Gao,Dumb Bitch Juice,135,6B,A#min verse and bridge,17
17321,Alice Longyu Gao ft. Mega Mongoliad,♡ Korean Girls,140,6B,"first chorus is Bbmx, second is A#phr, end is perc",17
17322,Alison Wonderland,Bad Things,75,6B,BPM: 75/150,17
17323,The All-American Rejects,Dirty Little Secret,144,6B,some Bbmx,17
17324,Aminé,Charmander,87,6B,BPM: 87.5/175,17
17325,Angry Birds Action,De La Soul - Action!,123,6B,Bbblues,17
17326,Animal Crossing: New Horizons,Resident Services,115,6B,Bbmx; changes to C#mx,17
17327,Aphex Twin,Xtal,114,6B,BPM: 114.5,17
17328,Aphex Twin,Flim,150,6B,,17
17329,Arca,Hallucinogen,120,6B,warbly,17
17330,Ariana Grande,Break Free,130,6B,,17
17331,Ariana Grande ft. Future,Everyday,131,6B,lalala,17
17332,Ariana Grande,"yes, and?",118,6B,"D#dr chorus and intro, Bbmx verse and bridge",17
17333,A$AP Rocky,Sandman,120,6B,,17
17334,A$AP Rocky ft. Moby,A$AP Forever pt 2,126,6B,Bbmx,17
17335,asdfmovie ft. Schmoyoho,THE MUFFIN SONG,112,6B,i baked you a pie,17
17336,ATARASHII GAKKO!,NAINAINAI,115,6B,,17
17337,The Avalanches,The Wozard of Iz,76,6B,BPM: 76/152; Bblyd; some Dmx,17
17338,The Avalanches,Over the Turnstiles,86,6B,BPM: ~86/172,17
17339,The Avalanches,Sunshine,93,6B,BPM: ~93,17
17340,"The Avalanches ft. MGMT, Johnny Marr",The Divine Chord,105,6B,,17
17341,The Avalanches,Solitairy Ceremonies,107,6B,BPM: ~107,17
17342,Baauer,Harlem Shake,140,6B,,17
17343,Bad Bunny,Neverita,122,6B,,17
17344,Barbie The Movie,Charli XCX - Speed Drive,87,6B,BPM: 87/174,17
17345,Batman Forever,Method Man - The Riddler,84,6B,BPM: 84/168; chromatic,17
17346,beabadoobee,Beaches,82,6B,BPM: 82/164,17
17347,The Beach Boys,I Know There's An Answer,118,6B,"BPM: ~118; Bbblues+10, some C#maj+10, some Ebmaj+10, some Bbmaj+10",17
17348,The Beach Boys,I Just Wasn't Made For These Times,91,6B,BPM: ~91,17
17349,The Beach Boys,Pet Sounds,118,6B,"BPM: ~118; inst; Bbmx+10, some Gmaj+10",17
17350,The Beach Boys,Hang On To Your Ego,118,6B,"BPM: ~118; Bbblues+10, some C#maj+10, some Ebmaj+10, some Bbmaj+10",17
17351,The Beatles,Chains,130,6B,BPM: ~130; triplet swing,17
17352,The Beatles,"Ob-La-Di, Ob-La-Da",113,6B,BPM: ~113,17
17353,The Beatles,Strawberry Fields Forever,101,6B,BPM: ~101; some Bbmx-40,17
17354,Bebe Rexha ft. Florida Georgia Line,Meant To Be,77,6B,BPM: 77/154,17
17355,Beyoncé,Irreplaceable,89,6B,to the left,17
17356,bill wurtz,i'm a huge gamer most of the time,97,6B,"Bbmx, some Amaj, some Abmaj, some Emaj",17
17357,bill wurtz,i like to wear soft clothing,88,6B,BPM: 88/176; cause it makes me feel like i'm rough in comparison,17
17358,Billie Eilish,Getting Older,80,6B,BPM: 80/160,17
17359,Billy Idol,Mother Dawn,138,6B,Bbmx,17
17360,Billy Joel,Tell Her About It,90,6B,"BPM: ~90/180; Bbmx, Fmaj chorus, Fmin bridge; triplet swing",17
17361,Birds Of Tokyo,Plans,103,6B,you know this do't feel right; Cmin bridge,17
17362,Björk,Hyperballad,135,6B,Hyper-Ballad,17
17363,Björk,Five Years,83,6B,"BPM: 83/166; you can't handle love; Bblyd, some Fblues, some Fmin",17
17364,Björk,Undo,115,6B,"BPM: 115.87; it's not meant to be a strife; Bblyd, Dmin end",17
17365,Björk,Heirloom,89,6B,BPM: 89.915; i have a recurring dream; Bblyd,17
17366,Björk,Unison,73,6B,BPM: 73.95/147.9; i never thought i would compromise; let's unite tonight; Bblyd,17
17367,Blackalicious,Blazing Arrow,92,6B,BPM: 92.5,17
17368,Blank Banshee,Doldrum Corp.,93,6B,alternates Bbmaj7 & C#maj7,17
17369,Bleachers,Rollercoaster,81,6B,BPM: 81/162,17
17370,Bo Burnham,New Math,89,6B,BPM: ~89,17
17371,B.o.B ft. Bruno Mars,Nothin' On You,104,6B,beautiful girls,17
17372,Bob Marley & The Wailers,One Love / People Get Ready,76,6B,BPM: ~76.5/153; triplet swing,17
17373,Bob Sinclar,Rock This Party,128,6B,Everybody Dance Now; Bbmx,17
17374,Bonaparte,Do You Want to Party?,93,6B,BPM: 93/186; Bbblues,17
17375,Bran Van 3000,Drinking in L.A.,86,6B,,17
17376,Britney Spears,Sometimes,96,6B,,17
17377,Britney Spears,How I Roll,73,6B,BPM: 73/146; i wanna go,17
17378,BROCKHAMPTON,LOVE ME FOR LIFE,126,6B,Bblyd,17
17379,BROCKHAMPTON,Good Time,70,6B,"BPM: 70/140; +40, chords are Bbmaj+40, D#min+40 G#maj+40 C#min+40 F#maj+40, Bmin+40 Emaj+40 Amin+40 Dmaj+40, Gmin+40 Cmaj+40 Fmin+40 Bbmaj+40, D#min+40 Abmaj+40 Bmaj+40",17
17380,BTS,Film Out,82,6B,BPM: 82/164,17
17381,C+C Music Factory,Gonna Make You Sweat,114,6B,,17
17382,C2C ft. Derek Martin,Happy,120,6B,,17
17383,"Cake Pop, Dylan Brady, Lewis Grant",Candy Floss,74,6B,BPM: 74/148,17
17384,Calvin Harris,Electro Man,133,6B,,17
17385,Camila Cabello,B.O.A.T.,133,6B,,17
17386,Caroline Polachek,Look At Me Now,96,6B,7/4,17
17387,Caroline Polachek,Look At Me Now,132,6B,Yung Skrrt Remix; 7/4,17
17388,CFCF,Slippery Plastic Euphoric,145,6B,,17
17389,CFCF ft. Sarah Bonito,Heaven,84,6B,BPM: 84/168; goodbye; key change to Fmaj,17
17390,Charli XCX,Nuclear Seasons,105,6B,Balam Acab Remix,17
17391,Charli XCX,SuperLove,120,6B,,17
17392,Charli XCX,Claws,135,6B,,17
17393,Charli XCX,Speed Drive,87,6B,BPM: 87/174; red lights,17
17394,Charli xcx,Sympathy is a knife,132,6B,verses could be Ebmaj,17
17395,Cheat Codes ft. Demi Lovato,No Promises,113,6B,,17
17396,Chet Faker,Talk Is Cheap,70,6B,BPM: 70/140,17
17397,Christina Perri,A Thousand Years,140,6B,BPM: ~140; 3/4,17
17398,Clairo,Softly,94,6B,BPM: ~94,17
17399,CLYPSO ft. Kwame,Middle Ground,98,6B,Bbmx,17
17400,Cola Boyy ft. The Avalanches,Don't Forget Your Neighborhood,114,6B,BPM: ~114.5,17
17401,Coldplay,Mylo Xyloto,122,6B,BPM: ~122,17
17402,Coldplay,Hurts Like Heaven,89,6B,BPM: ~89.9/179.8,17
17403,Coldplay,Charlie Brown,138,6B,,17
17404,Common,GO!,105,6B,,17
17405,Cornershop,Brimful Of Asha,125,6B,Norman Cook Remix; Bb~Bmaj,17
17406,Culture Club,Karma Chameleon,91,6B,BPM: ~91.5,17
17407,DaBaby ft. Lil Wayne,Lonely,140,6B,,17
17408,Daft Punk,Derezzed,128,6B,Remixed by Avicii ft. Negin,17
17409,daine,boythots,141,6B,treat that boy like a slut,17
17410,DATA & SACHA SIEFF,Melodie,88,6B,BPM: 88/176; melody; Bblues,17
17411,"Dan + Shay, Justin Bieber","10,000 Hours",90,6B,,17
17412,David Seville,Witch Doctor,140,6B,"BPM: ~140; changes to Bmaj, Cmaj",17
17413,De La Soul,Can U Keep a Secret,123,6B,,17
17414,deadmau5,Not Exactly,128,6B,inst,17
17415,Death Grips,5D,104,6B,Bbmx; inst,17
17416,DELTARUNE Chapter 2,Toby Fox - HEY EVERY !,100,6B,,17
17417,DELTARUNE Chapter 2,Toby Fox - Until Next Time,143,6B,,17
17418,DELTARUNE Chapters 3+4,"Toby Fox - MIKE, the BOARD, please!",95,6B,"Bbblues, A#min end; triplet swing",17
17419,Denzel Curry ft. T-Pain,Troubles,90,6B,,17
17420,Dixie Flatline ft. Hatsune Miku,Decade,128,6B,,17
17421,DJ Koze,Pick Up,125,6B,be the first to say goodbye,17
17422,DJ Ötzi,Hey Baby,135,6B,,17
17423,The Donnas,You Don't Wanna Call Me No More,120,6B,BPM: ~120,17
17424,Double You,Please Don't Go,120,6B,Bbmx,17
17425,Drake,Falling Back,119,6B,,17
17426,"Drake, 21 Savage",Spin Bout U,130,6B,,17
17427,Drake ft. Lil Yachty,Another Late Night,79,6B,BPM: 79/158,17
17428,Duffy,Warwick Avenue,84,6B,BPM: 84/168; some Bbblues,17
17429,DyE,Fantasy,110,6B,,17
17430,Earl Sweatshirt,2010,105,6B,Bblyd,17
17431,EASYFUN ft. Noonie Bao,Monopoly,96,6B,,17
17432,Ecco2k,Security!,100,6B,,17
17433,Ecco2k,Time,81,6B,BPM: 81/162,17
17434,Eddy Grant,Gimme Hope Jo'anna,128,6B,,17
17435,Elton John,Rocket Man,137,6B,BPM: ~137,17
17436,Elton John Vs. PNAU,Sad,120,6B,,17
17437,Enigma,Return To Innocence,88,6B,,17
17438,Eric Prydz,Call On Me,126,6B,,17
17439,ericdoa,dancinwithsomebawdy,128,6B,dancing with somebody,17
17440,ericdoa,dancinwithsomebawdy,128,6B,toonlink remix,17
17441,Fatboy Slim,Michael Jackson,125,6B,Bbmx-25,17
17442,Fatboy Slim,Demons,75,6B,BPM: 75.5/151; Bbmx,17
17443,Fatboy Slim,Sho Nuff,123,6B,Bbblues+10,17
17444,femtanyl,P3T,84,6B,BPM: 84/168; Bb~Bmaj,17
17445,Fever Ray,Even It Out,114,6B,,17
17446,Finn Keane,Fanta,135,6B,,17
17447,FKA twigs,Wanderlust,132,6B,BPM: ~132,17
17448,Fred again.. & Anderson .Paak ft. CHIKA,places to be,87,6B,BPM: 87/174,17
17449,Fleetwood Mac,Landslide,81,6B,"BPM: ~81/162; some Ebmaj, some Eblyd",17
17450,Fleetwood Mac,Mystified,89,6B,"BPM: ~89; some Eblyd, some Ablyd",17
17451,Flo Rida,My House,94,6B,,17
17452,Florida Georgia Line,H.O.L.Y.,77,6B,BPM: 77.5/155,17
